id,title,rating
"1637","I Walk the Line","8.5"
"1638","Pistol Packin' Mama","4.5"
"1639","TSOP (The Sound of Philadelphia)","4.7"
"1640","Creep","6.5"
"1641","The Streak","5.4"
"1642","Under the Bridge","2.2"
"1643","Wooly Bully","0.4"
"1644","Gold Digger","7.1"
"1645","Till The End of Time","3.9"
"1646","Every Little Thing She Does is Magic","3.9"
"1647","Love Child","9.1"
"1648","Stop! in the Name of Love","7.8"
"1649","Make it With You","0"
"1650","Flashdance. What a Feeling","0.3"
"1651","Chances Are","1.6"
"1652","Higher Love","8.2"
"1653","When You Wish Upon a Star","0.7"
"1654","I Think I Love You","5.5"
"1655","You're Still the One","7.6"
"1656","Don't Stop 'Til You Get Enough","2"
"1657","(Ghost) Riders in the Sky","8.4"
"1658","Without Me","6.3"
"1659","Rock With You","10"
"1660","How to Save a Life","7.1"
"1661","Get Down Tonight","4.7"
"1662","Slow Poke","6.8"
"1663","Summertime Blues","5.7"
"1664","Do Ya Think I'm Sexy?","3.5"
"1665","Runaway","2"
"1666","Black Or White","8.8"
"1667","Chattanoogie Shoe-Shine Boy","8.6"
"1668","Papa's Got a Brand New Bag","3.6"
"1669","Turn! Turn! Turn! (To Everything There is a Season)","0.7"
"1670","Afternoon Delight","4.4"
"1671","Cry Like a Baby","5.1"
"1672","Let Me Love You","2.4"
"1673","Love Train","2.5"
"1674","(Your Love Keeps Lifting Me) Higher & Higher","9.2"
"1675","Toxic","6.5"
"1676","Black Or White","7.3"
"1677","Jive Talkin'","1"
"1678","Truly Madly Deeply","6"
"1679","St George & the Dragonette","6.6"
"1680","Hey Ya!","0.5"
"1681","Reach Out (I'll Be There)","9.2"
"1682","Green Onions","3.2"
"1683","If You Leave Me Now","0.1"
"1684","Delicado","1.2"
"1685","It's Still Rock 'n' Roll to Me","8.5"
"1686","Vaya Con Dios (may God Be With You)","5.1"
"1687","The Thing","1.5"
"1688","Oh","5.5"
"1689","Make Love to Me","0.5"
"1690","I Fall to Pieces","0.7"
"1691","50 Ways to Leave Your Lover","1.9"
"1692","Wild Thing","8.1"
"1693","Lean On Me","4.8"
"1694","Jump","3.7"
"1695","Gimme Some Lovin'","9.5"
"1696","Bye Bye Love","2.1"
"1697","You've Got a Friend","7.9"
"1698","Stay (I Missed You)","4.7"
"1699","Red Red Wine","2.4"
"1700","Black Velvet","1.9"
"1701","Without You","9.5"
"1702","How Do I Live?","3.3"
"1703","Big Girls Don't Cry","8.4"
"1704","Billie Jean","4.9"
"1705","(They Long to Be) Close to You","2.1"
"1706","Just My Imagination (Running Away With Me)","3.8"
"1707","I Can't Help Myself (Sugar Pie","1.6"
"1708","Mickey","1.8"
"1709","Shadow Dancing","5.6"
"1710","Come Together","1.1"
"1711","Moonlight Cocktail","8.8"
"1712","Temperature","1"
"1713","Kiss On My List","9.5"
"1714","Creep","4.7"
"1715","Drop it Like It's Hot","1.9"
"1716","One","3.3"
"1717","Wake Me Up Before You Go Go","3.8"
"1718","The Sounds of Silence","7.7"
"1719","How Deep is Your Love?","8.5"
"1720","I Feel Love","2.9"
"1721","Up Where We Belong","8.1"
"1722","Blueberry Hill","6.8"
"1723","Venus","3.3"
"1724","American Woman","2.9"
"1725","You Always Hurt the One You Love","3"
"1726","Don't Fence Me In","2"
"1727","Ray of Light","5.8"
"1728","Fortunate Son","3.2"
"1729","Hey Ya!","8.8"
"1730","Bye","6.7"
"1731","Without Me","4.8"
"1732","One Bad Apple","5.9"
"1733","It's Still Rock 'n' Roll to Me","7.3"
"1734","Runaway","3.8"
"1735","Just My Imagination (Running Away With Me)","6.8"
"1736","Private Eyes","3.9"
"1737","The Last Dance","2"
"1738","Na Na Hey Hey (Kiss Him Goodbye)","4.8"
"1739","Lady","0.5"
"1740","(Everything I Do) I Do it For You","1.4"
"1741","Love Train","9.1"
"1742","Tequila","7"
"1743","Mule Train","8.5"
"1744","Ironic","3.4"
"1745","Walk Like an Egyptian","3.7"
"1746","It's Still Rock 'n' Roll to Me","8"
"1747","I Went to Your Wedding","6.2"
"1748","Night Fever","8.4"
"1749","Hero","3.4"
"1750","I Heard it Through the Grapevine","5.1"
"1751","Boom Boom Pow","3.9"
"1752","Macarena","6.1"
"1753","Stand By Me","0.9"
"1754","I Will Follow Him","6.5"
"1755","Le Freak","4.2"
"1756","Duke of Earl","3.1"
"1757","Knock On Wood","8.9"
"1758","Gimme Some Lovin'","4"
"1759","Greatest Love of All","6.6"
"1760","Brown Sugar","0.4"
"1761","Leaving","2.9"
"1762","Whole Lotta Shakin' Goin' On","9.9"
"1763","Jessie's Girl","5.8"
"1764","Rags to Riches","2.5"
"1765","Will You Love Me Tomorrow","7.4"
"1766","Do That to Me One More Time","0.5"
"1767","Sunshine Superman","6.6"
"1768","Puttin' on the Ritz","7.2"
"1769","Without You","3.4"
"1770","This Ole House","4.1"
"1771","Hang On Sloopy","6.8"
"1772","The Gypsy","8.9"
"1773","Where Did Our Love Go","5.3"
"1774","Johnny B Goode","1.6"
"1775","Monday Monday","4"
"1776","You Belong With Me","3.5"
"1777","In the Mood","1.5"
"1778","Some of These Days","9.4"
"1779","Stayin' Alive","7.6"
"1780","Chain of Fools","1.6"
"1781","Papa Don't Preach","7.8"
"1782","Only You (And You Alone)","3.1"
"1783","Nature Boy","3.5"
"1784","I Still Haven't Found What I'm Looking For","9.6"
"1785","Family Affair","1.4"
"1786","La Bamba","2.7"
"1787","19th Nervous Breakdown","8.8"
"1788","Stayin' Alive","5.2"
"1789","A Woman in Love","3.1"
"1790","Where Did Our Love Go","7.5"
"1791","Rock the Casbah","5.5"
"1792","Lookin' Out My Back Door","5.2"
"1793","I'm Looking Over a Four Leaf Clover","3.1"
"1794","Let Me Call You Sweetheart","9.3"
"1795","Paint it Black","4.3"
"1796","Take The 'A' Train","0.4"
"1797","Lola","4.5"
"1798","Dance to the Music","8.9"
"1799","Rush Rush","4.5"
"1800","Le Freak","6.7"
"1801","Lola","7.1"
"1802","Bad Day","5.7"
"1803","How High the Moon","0.2"
"1804","Hey Jude","5.8"
"1805","Freebird","5.4"
"1806","One of Us","9.9"
"1807","Love Letters in the Sand","0.4"
"1808","Up Around the Bend","9.3"
"1809","One","8.7"
"1810","Harbour Lights","9.3"
"1811","Disturbia","1.5"
"1812","Go Your Own Way","3.2"
"1813","I'm So Lonesome I Could Cry","2.3"
"1814","He'll Have to Go","1.5"
"1815","Boogie Oogie Oogie","6.3"
"1816","Peg o' My Heart","7.5"
"1817","Proud Mary","7.2"
"1818","Three Coins in the Fountain","9"
"1819","Sailing","7.1"
"1820","Gypsies","1.4"
"1821","Save the Last Dance For Me","0.2"
"1822","How Will I Know","4.9"
"1823","Another Brick in the Wall (part 2)","4.9"
"1824","Cry","8"
"1825","Wanted","0.6"
"1826","Stranger On the Shore","6.3"
"1827","Why Do Fools Fall in Love?","0.2"
"1828","Wanted","6.7"
"1829","A String of Pearls","3.7"
"1830","Incense & Peppermints","8"
"1831","Earth Angel","0.3"
"1832","Tonight's the Night (Gonna Be Alright)","3.2"
"1833","My Life","6.6"
"1834","Born to Run","4.6"
"1835","Royals","4.3"
"1836","Surfin' USA","3.4"
"1837","Apologize","0.3"
"1838","Tighten Up","4.9"
"1839","Look Away","0.7"
"1840","You Send Me","5.9"
"1841","Dancing in the Street","9.5"
"1842","Boogie Oogie Oogie","2.2"
"1843","Happy Together","8.8"
"1844","Your Cheatin' Heart","1.8"
"1845","We Are Family","5.8"
"1846","My Sharona","2.3"
"1847","U Can't Touch This","0.9"
"1848","Singing The Blues","7.5"
"1849","Drops of Jupiter (Tell Me)","5.1"
"1850","TSOP (The Sound of Philadelphia)","2.9"
"1851","Be My Baby","1.6"
"1852","The Christmas Song (Chestnuts Roasting On An Open Fire)","2.7"
"1853","Total Eclipse of the Heart","7.7"
"1854","Ac-cent-tchu-ate the Positive","1.5"
"1855","Rosanna","7.2"
"1856","Dilemma","1.2"
"1857","Over There","6"
"1858","Because You Loved Me","0.3"
"1859","Till I Waltz Again With You","8.1"
"1860","Kiss Me","5.5"
"1861","Footloose","5.9"
"1862","Check On It","6.8"
"1863","(Sittin' On) the Dock of the Bay","6"
"1864","Tutti Frutti","6"
"1865","I'm Sorry","0.5"
"1866","Grenade","7.9"
"1867","Gypsies","5.7"
"1868","Like a Virgin","7.7"
"1869","Your Song","2.5"
"1870","Tears in Heaven","5.8"
"1871","Be Bop a Lula","2"
"1872","Louie Louie","5.5"
"1873","December 1963 (Oh What a Night)","5.6"
"1874","Pony Time","9.6"
"1875","Smoke Gets in Your Eyes","0.9"
"1876","Blueberry Hill","0.8"
"1877","Gives You Hell","0.6"
"1878","Ring My Bell","5.6"
"1879","Georgy Girl","4.3"
"1880","House of the Rising Sun","3.4"
"1881","Shadow Dancing","0.7"
"1882","Delicado","3.7"
"1883","Born in the USA","0.2"
"1884","You Ain't Seen Nothin' Yet","1.4"
"1885","Crying","7.2"
"1886","With Or Without You","7.9"
"1887","Black Or White","0.5"
"1888","Don't Leave Me This Way","8.3"
"1889","Smoke Gets in Your Eyes","8.7"
"1890","Over There","6.4"
"1891","Under the Bridge","6.9"
"1892","Judy in Disguise (With Glasses)","6.1"
"1893","Everybody Loves Somebody","4"
"1894","This Guy's in Love With You","6.8"
"1895","Roses Are Red","6.8"
"1896","Come On-a My House","6.2"
"1897","Since U Been Gone","9.1"
"1898","Beautiful Day","8.6"
"1899","Born to Be Wild","2.5"
"1900","Wedding Bell Blues","5"
"1901","12th Street Rag","2.9"
"1902","Three Coins in the Fountain","8.7"
"1903","Wheel of Fortune","1.7"
"1904","Celebration","7.6"
"1905","Mona Lisa","1.9"
"1906","Baby Got Back","1.9"
"1907","Ring of Fire","6"
"1908","Irreplaceable","0.9"
"1909","Fantasy","8"
"1910","Rags to Riches","4.2"
"1911","Bad Girls","1.3"
"1912","Pon De Replay","3"
"1913","Boom Boom Pow","4.6"
"1914","It's My Party","1.9"
"1915","Chain of Fools","8"
"1916","In the End","6"
"1917","Another Night","3.8"
"1918","Moonlight Serenade","5.8"
"1919","Creep","9.7"
"1920","I Want to Know What Love Is","4.4"
"1921","Summer in the City","6"
"1922","Kiss On My List","4.2"
"1923","Ain't Misbehavin'","6"
"1924","Blue Suede Shoes","6.4"
"1925","Brown Sugar","6.4"
"1926","Little Darlin'","5.1"
"1927","I Get Around","2.1"
"1928","Aquarius/Let The Sunshine In","5.8"
"1929","Baby One More Time","0"
"1930","How Will I Know","7.3"
"1931","Nobody Does it Better","1.6"
"1932","Begin the Beguine","6.3"
"1933","Too Close","3.8"
"1934","I Want to Hold Your Hand","9.4"
"1935","Big Girls Don't Cry","7.1"
"1936","(I Can't Get No) Satisfaction","6.3"
"1937","Play That Funky Music","1"
"1938","Hello Dolly","6.5"
"1939","We Got The Beat","3.5"
"1940","A-Tisket A-Tasket","4.5"
"1941","Eve of Destruction","3.1"
"1942","That Old Black Magic","5.2"
"1943","Fallin'","3"
"1944","I Wanna Love You","4.8"
"1945","A Woman in Love","10"
"1946","Lean On Me","6"
"1947","Sweet Georgia Brown","7.5"
"1948","Let's Get it On","5.2"
"1949","Say It Right","2.7"
"1950","Baby Love","5.6"
"1951","Tik-Toc","5.9"
"1952","Gonna Make You Sweat (Everybody Dance Now)","5.6"
"1953","Wabash Cannonball","0.4"
"1954","Return to Sender","7.6"
"1955","Private Eyes","10"
"1956","Cars","5.7"
"1957","Roses Are Red","5.7"
"1958","Something","4.2"
"1959","Travellin' Man","9.4"
"1960","Manana (Is Soon Enough For Me)","0.3"
"1961","Born in the USA","7.6"
"1962","Right Back Where We Started From","4.9"
"1963","Touch Me","8.1"
"1964","Theme From 'Shaft'","4.7"
"1965","Moonlight Serenade","5"
"1966","Gangsta's Paradise","2.7"
"1967","Be My Love","6.6"
"1968","Stars & Stripes Forever","8"
"1969","To Sir","9.1"
"1970","Can You Feel the Love Tonight","5.3"
"1971","Right Back Where We Started From","9.9"
"1972","Always On My Mind","5.9"
"1973","I Write the Songs","2.5"
"1974","Till I Waltz Again With You","4.9"
"1975","Rock the Boat","4.1"
"1976","Crazy For You","4.6"
"1977","How to Save a Life","6"
"1978","I Fall to Pieces","2.2"
"1979","(I've Had) the Time of My Life","1.6"
"1980","Faith","8.4"
"1981","Iris","7.4"
"1982","Hard to Say I'm Sorry","0.4"
"1983","How Much is That Doggy in the Window?","2.7"
"1984","What a Fool Believes","3.9"
"1985","Smoke! Smoke! Smoke! (That Cigarette)","6.2"
"1986","We Will Rock You","0.9"
"1987","Crocodile Rock","5.3"
"1988","Un-Break My Heart","9.9"
"1989","As Time Goes By","9.5"
"1990","Straight Up","6.4"
"1991","Walk This Way","8.6"
"1992","Wild Wild West","6.2"
"1993","I'll Be There","4.4"
"1994","It Had to Be You","0.3"
"1995","I Love Rock 'n' Roll","0.8"
"1996","The Tide is High","6.8"
"1997","Mister Sandman","2"
"1998","Thank You (Falettinme be Mice Elf Again)","7.2"
"1999","Kokomo","9.9"
"2000","Shop Around","6.5"
"2001","Long Cool Woman in a Black Dress","0.9"
"2002","Wayward Wind","1.5"
"2003","White Rabbit","4"
"2004","Singing The Blues","5.4"
"2005","Toxic","9.8"
"2006","My Heart Will Go On","5.7"
"2007","Tighten Up","5.4"
"2008","Rehab","9.4"
"2009","Na Na Hey Hey (Kiss Him Goodbye)","1"
"2010","Blaze of Glory","9.1"
"2011","Ironic","8.8"
"2012","In Da Club","1.8"
"2013","La Bamba","0.5"
"2014","Some of These Days","5.3"
"2015","Another Day in Paradise","5.8"
"2016","Ball of Confusion (That's What the World is Today)","7"
"2017","Good Times","7.7"
"2018","Tom Dooley","9.3"
"2019","Wheel of Fortune","8.3"
"2020","Girls Just Wanna Have Fun","9.7"
"2021","(It's No) Sin","6.7"
"2022","You Ain't Seen Nothin' Yet","2.2"
"2023","My Man","4.9"
"2024","Gangsta's Paradise","0.7"
"2025","Help Me","6.9"
"2026","Say My Name","7.6"
"2027","I Want You Back","4.7"
"2028","Only You (And You Alone)","3.4"
"2029","(I've Got a Gal In) Kalamazoo","1.2"
"2030","Bad Girls","9"
"2031","Pistol Packin' Mama","6.1"
"2032","Three Coins in the Fountain","8.2"
"2033","Greatest Love of All","5.4"
"2034","Raindrops Keep Falling On My Head","6"
"2035","Some of These Days","9.2"
"2036","At Last","2.7"
"2037","The Prisoner's Song","7.8"
"2038","Honey","5.1"
"2039","Bleeding Love","9.5"
"2040","I'm a Believer","3.6"
"2041","Don't Speak","3.5"
"2042","The Tide is High","3.4"
"2043","Low","2.5"
"2044","Bad Girls","7.3"
"2045","Won't Get Fooled Again","4.3"
"2046","T For Texas (Blue Yodel No 1)","3.8"
"2047","Like a Rolling Stone","1.4"
"2048","Louie Louie","9"
"2049","Bad Girls","0.5"
"2050","(You're My) Soul & Inspiration","2.1"
"2051","Mona Lisa","8"
"2052","Theme From 'Greatest American Hero' (Believe It Or Not)","0.6"
"2053","Daydream Believer","4.1"
"2054","I Got You Babe","2.1"
"2055","Private Eyes","8.2"
"2056","Band On the Run","8"
"2057","Get Off of My Cloud","1"
"2058","All Along the Watchtower","0.2"
"2059","Colors of the Wind","3.5"
"2060","Before The Next Teardrop Falls","3.7"
"2061","(Sittin' On) the Dock of the Bay","9.3"
"2062","Return to Sender","4.4"
"2063","I Can't Get Started","5.5"
"2064","Love Me Do","6.6"
"2065","In the Year 2525 (Exordium & Terminus)","6.7"
"2066","Goodnight","0.1"
"2067","Spill the Wine","8.4"
"2068","Wheel of Fortune","2.9"
"2069","Buttons & Bows","8.5"
"2070","Crocodile Rock","0.5"
"2071","Mr Brightside","5.9"
"2072","Ghostbusters","6.3"
"2073","In the Ghetto","4.9"
"2074","Dardanella","0.7"
"2075","People","2.8"
"2076","Rolling In The Deep","8"
"2077","Happy Days Are Here Again","1"
"2078","I'll Be There","4.3"
"2079","More Than a Feeling","8.1"
"2080","Happy Days Are Here Again","7.3"
"2081","TSOP (The Sound of Philadelphia)","4.4"
"2082","With Or Without You","3.1"
"2083","Dancing in the Street","6.4"
"2084","You're the One That I Want","7.1"
"2085","She Drives Me Crazy","6.5"
"2086","Harbour Lights","1.5"
"2087","Time After Time","8.6"
"2088","Vogue","3.8"
"2089","The Love You Save","4.2"
"2090","Man in the Mirror","4.3"
"2091","When a Man Loves a Woman","7.3"
"2092","Boom Boom Pow","5.9"
"2093","We Belong Together","5.8"
"2094","Blueberry Hill","3.4"
"2095","Livin' On a Prayer","1.6"
"2096","I'm Sorry","8.5"
"2097","Why Do Fools Fall in Love?","8.6"
"2098","La Bamba","7.9"
"2099","Umbrella","3.8"
"2100","Gangsta's Paradise","8.8"
"2101","I Walk the Line","6.1"
"2102","Me & Mrs Jones","6.3"
"2103","Promiscuous","2.7"
"2104","Give Me Everything","6"
"2105","That'll Be the Day","5.1"
"2106","I'm Your Boogie Man","8.8"
"2107","God Bless the Child","1.2"
"2108","Maybellene","4.7"
"2109","Turn! Turn! Turn! (To Everything There is a Season)","9.5"
"2110","I Believe I Can Fly","5.8"
"2111","Auf Wiederseh'n Sweetheart","8.4"
"2112","Car Wash","2.8"
"2113","(Sexual) Healing","0.2"
"2114","Morning Train (Nine to Five)","9.4"
"2115","Love Will Keep Us Together","6.4"
"2116","Why Do Fools Fall in Love?","1.6"
"2117","Wichita Lineman","4.6"
"2118","Without You","2.4"
"2119","Earth Angel","2.2"
"2120","California Girls","8.6"
"2121","Somethin' Stupid","0.3"
"2122","We Can Work it Out","0.1"
"2123","Boogie Woogie Bugle Boy","6"
"2124","To Sir","2.6"
"2125","Frankenstein","0.7"
"2126","I Want You Back","5.9"
"2127","I Will Survive","2.6"
"2128","This Diamond Ring","4.9"
"2129","Brother","6.1"
"2130","Peggy Sue","7.4"
"2131","Rudolph","3.6"
"2132","How Do I Live?","4.1"
"2133","Summertime Blues","8.3"
"2134","Do You Love Me?","5.6"
"2135","Grease","4.5"
"2136","Brown Eyed Girl","8.2"
"2137","Mmmbop","4.1"
"2138","Behind Closed Doors","8.7"
"2139","(You Keep Me) Hangin' On","4.5"
"2140","Band of Gold","0.4"
"2141","Queen of Hearts","9.4"
"2142","Roll With It","7.4"
"2143","Stranger On the Shore","5.5"
"2144","Horse With No Name","7.8"
"2145","Boogie Oogie Oogie","9.9"
"2146","Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?)","6.1"
"2147","My Life","9.1"
"2148","Physical","1.5"
"2149","I Will Follow Him","1.3"
"2150","Seasons in the Sun","9.8"
"2151","Crazy","7.8"
"2152","You Ain't Seen Nothin' Yet","8.6"
"2153","Kiss Me","4.6"
"2154","What'd I Say","2.5"
"2155","Want Ads","7"
"2156","Boogie Oogie Oogie","1.2"
"2157","Walk On By","4"
"2158","I'll Take You There","7.1"
"2159","Peggy Sue","2.9"
"2160","There goes my baby","2.6"
"2161","Living For the City","6.4"
"2162","I Can Help","5.3"
"2163","Bad","1.3"
"2164","Right Back Where We Started From","0.9"
"2165","One Bad Apple","1.4"
"2166","The Girl From Ipanema","3.1"
"2167","I'll Walk Alone","7.7"
"2168","Love Child","6.5"
"2169","Surfin' USA","6.2"
"2170","Stars & Stripes Forever","3.4"
"2171","Take The 'A' Train","0.3"
"2172","Paper Doll","6.4"
"2173","Total Eclipse of the Heart","5.9"
"2174","We Found Love","9.6"
"2175","Freak Me","9.8"
"2176","Someday","0.9"
"2177","Summer in the City","6.1"
"2178","Brother Louie","5.9"
"2179","Let's Groove","0.7"
"2180","Jump","7.5"
"2181","Duke of Earl","2.1"
"2182","Leaving","1.5"
"2183","Ring My Bell","4.7"
"2184","Make it With You","9.8"
"2185","We Built This City","0.1"
"2186","Gimme Some Lovin'","8.6"
"2187","Fly Robin Fly","8.6"
"2188","Nothing's Gonna Stop Us Now","5.7"
"2189","Hard to Say I'm Sorry","8.3"
"2190","Shop Around","2.3"
"2191","Hanging by a Moment","2.6"
"2192","Say Say Say","5.6"
"2193","Can You Feel the Love Tonight","5.7"
"2194","Bridge Over Troubled Water","3.2"
"2195","(They Long to Be) Close to You","0.1"
"2196","Bad Romance","1.1"
"2197","Whole Lotta Love","5.5"
"2198","Being With You","2.3"
"2199","Bad Girls","1.9"
"2200","Apologize","4.4"
"2201","Two Hearts","7.4"
"2202","The Boys of Summer","5.3"
"2203","Queen of Hearts","4.6"
"2204","Stop! in the Name of Love","2.9"
"2205","Mrs Brown You've Got a Lovely Daughter","9.4"
"2206","Spanish Harlem","3.2"
"2207","Under the Boardwalk","9.2"
"2208","Flashdance. What a Feeling","1.8"
"2209","Stranger On the Shore","9.1"
"2210","Kryptonite","2.6"
"2211","Walk This Way","6.9"
"2212","Kiss On My List","4.2"
"2213","Do You Love Me?","6.8"
"2214","The Reason","2.9"
"2215","Stop! in the Name of Love","5.9"
"2216","Smoke! Smoke! Smoke! (That Cigarette)","7.7"
"2217","You Were Meant for Me","1.4"
"2218","Stranger On the Shore","3.4"
"2219","The Love You Save","7.9"
"2220","One of Us","9.3"
"2221","Love Child","3.8"
"2222","Theme From 'A Summer Place'","8.6"
"2223","You make Me Wanna","3.6"
"2224","Mrs Robinson","1.2"
"2225","We Are Family","3.7"
"2226","Hero","4.3"
"2227","Blueberry Hill","4.7"
"2228","Apologize","2.7"
"2229","Wooly Bully","0.4"
"2230","Sweet Georgia Brown","3.7"
"2231","December 1963 (Oh What a Night)","6.7"
"2232","Sweet Home Alabama","3.8"
"2233","All I Have to Do is Dream","7.7"
"2234","Me & Bobby McGee","4.6"
"2235","Blue Tango","1.2"
"2236","Ben","0.3"
"2237","Cat's in the Cradle","5.3"
"2238","Born to Run","2.9"
"2239","Unbelievable","3.3"
"2240","Imagine","9.3"
"2241","Sleepy Lagoon","0.4"
"2242","Maniac","0.1"
"2243","Mack the Knife","9.5"
"2244","Rock With You","9.5"
"2245","The Song From Moulin Rouge (Where Is Your Heart)","0.4"
"2246","No Scrubs","4"
"2247","Arthur's Theme (Best That You Can Do)","3.8"
"2248","Best of My Love","7.8"
"2249","Party Rock Anthem","1.7"
"2250","One of These Nights","7.9"
"2251","Centerfold","0.5"
"2252","Love is a Many Splendoured Thing","5.4"
"2253","God Bless America","5"
"2254","Tears in Heaven","6.1"
"2255","Reach Out (I'll Be There)","10"
"2256","We Are Family","8.8"
"2257","Pick Up the Pieces","6.2"
"2258","I Can't Get Started","3.8"
"2259","In the End","4.6"
"2260","Mr Big Stuff","4.2"
"2261","All You Need is Love","2.8"
"2262","Ray of Light","2.7"
"2263","Bad Moon Rising","0.1"
"2264","Groovin'","0"
"2265","Don't Let the Stars Get in Your Eyes","4.2"
"2266","Gold Digger","0.7"
"2267","Don't Be Cruel","3.1"
"2268","Strangers in the Night","4"
"2269","Come On Eileen","7.9"
"2270","No Scrubs","5.9"
"2271","In Da Club","2.9"
"2272","Long Cool Woman in a Black Dress","3.4"
"2273","Sweet Georgia Brown","1.7"
"2274","T For Texas (Blue Yodel No 1)","7"
"2275","Hips don't lie","2.9"
"2276","Ray of Light","4"
"2277","Freebird","1.5"
"2278","My Sharona","9.6"
"2279","Miss You","4.8"
"2280","Candle in the Wind '97","8.4"
"2281","Dreams","8.1"
"2282","Born in the USA","0.9"
"2283","Third Man Theme","9.6"
"2284","Tennessee Waltz","3.1"
"2285","Girls Just Wanna Have Fun","4.7"
"2286","Queen of Hearts","3.2"
"2287","19th Nervous Breakdown","0.1"
"2288","Manana (Is Soon Enough For Me)","8.5"
"2289","Aquarius/Let The Sunshine In","0.9"
"2290","Rehab","3.7"
"2291","Purple Rain","7.5"
"2292","Volare","1.3"
"2293","Come On-a My House","6.2"
"2294","Respect","7.2"
"2295","Groovin'","7.4"
"2296","Empire State Of Mind","0.8"
"2297","Happy Together","8.7"
"2298","I Can't Go For That (No Can Do)","7.7"
"2299","Judy in Disguise (With Glasses)","1.9"
"2300","Kiss On My List","7.5"
"2301","West End Girls","2.5"
"2302","Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?)","3.6"
"2303","Stars & Stripes Forever","6.6"
"2304","Woman","4.4"
"2305","I'll Never Smile Again","5.6"
"2306","A Boy Named Sue","8.5"
"2307","Ray of Light","9.9"
"2308","Papa Was a Rolling Stone","1.2"
"2309","Fire & Rain","3.5"
"2310","Up Around the Bend","9.5"
"2311","As Time Goes By","6.4"
"2312","Wooly Bully","5"
"2313","Rich Girl","8.8"
"2314","Crazy Little Thing Called Love","6.5"
"2315","Tossing & Turning","7"
"2316","God Bless the Child","4.7"
"2317","Harbour Lights","7.2"
"2318","Ballad of the Green Berets","9.9"
"2319","Cheek to Cheek","8.8"
"2320","Lady","3.3"
"2321","It's Still Rock 'n' Roll to Me","7"
"2322","Celebration","9.6"
"2323","Again","7.7"
"2324","50 Ways to Leave Your Lover","2.6"
"2325","Smells Like Teen Spirit","2.4"
"2326","Angie","1.4"
"2327","Daydream Believer","8.4"
"2328","Ain't That a Shame","6"
"2329","Maggie May","5.8"
"2330","Mr Big Stuff","6.6"
"2331","The Boy is Mine","7.4"
"2332","For What It's Worth (Stop","5.4"
"2333","Leaving","8.3"
"2334","Queen of Hearts","8.1"
"2335","Baker Street","8.3"
"2336","Faith","3.6"
"2337","Because I Love You (The Postman Song)","6.4"
"2338","Somethin' Stupid","10"
"2339","I Need You Now","9.3"
"2340","50 Ways to Leave Your Lover","10"
"2341","Crimson & Clover","3.8"
"2342","Cry","6.2"
"2343","Fly Robin Fly","0.5"
"2344","Foolish Games","0.2"
"2345","I Feel Fine","6.9"
"2346","Smoke Gets in Your Eyes","9.3"
"2347","Peg o' My Heart","4.4"
"2348","Kiss Me","0.8"
"2349","Stay (I Missed You)","0.3"
"2350","Another Night","6.8"
"2351","(Sittin' On) the Dock of the Bay","3.4"
"2352","American Woman","7.3"
"2353","Born to Run","8.2"
"2354","Build Me Up Buttercup","0.8"
"2355","White Christmas","4.5"
"2356","I Only Have Eyes For You","5.7"
"2357","You Always Hurt the One You Love","4.5"
"2358","Let it Be","2.3"
"2359","Maniac","3.1"
"2360","What'd I Say","6.6"
"2361","Hang On Sloopy","4.9"
"2362","Colors of the Wind","3.5"
"2363","I Shot the Sheriff","6.2"
"2364","Promiscuous","1.5"
"2365","Whispering","6.8"
"2366","Que sera sera (Whatever will be will be)","6.8"
"2367","Love Letters in the Sand","9"
"2368","Everyday People","0.3"
"2369","Travellin' Man","9.8"
"2370","Kansas City","0.1"
"2371","Glory of Love","3.7"
"2372","Apologize","0.6"
"2373","Waterfalls","7.5"
"2374","A Whiter Shade of Pale","0.7"
"2375","Whole Lotta Shakin' Goin' On","10"
"2376","Leaving","6.3"
"2377","Beat It","4.6"
"2378","I'll Be There","8.8"
"2379","Wooly Bully","1.8"
"2380","The Girl From Ipanema","7.4"
"2381","Honky Tonk Woman","3.2"
"2382","I Swear","7.6"
"2383","Soul Man","0.5"
"2384","I Get Around","8.4"
"2385","Without You","8.8"
"2386","The Sounds of Silence","4.2"
"2387","Bad Romance","0.2"
"2388","All I Have to Do is Dream","6.3"
"2389","It's Too Late","8.4"
"2390","Nights in White Satin","8.5"
"2391","Eight Days a Week","5.8"
"2392","Car Wash","8.9"
"2393","Bad Moon Rising","9.8"
"2394","The Way We Were","8.2"
"2395","Apologize","1.8"
"2396","Groove is in the Heart","0.4"
"2397","One","8.4"
"2398","Say Say Say","3.5"
"2399","On the Atchison","8.5"
"2400","Mona Lisa","9.3"
"2401","That Lucky Old Sun (Just Rolls Around Heaven All Day)","9.5"
"2402","The Prisoner's Song","6.8"
"2403","Eve of Destruction","7.9"
"2404","Bad Girls","3.2"
"2405","Sweet Georgia Brown","9.8"
"2406","Reunited","3.5"
"2407","(Your Love Keeps Lifting Me) Higher & Higher","5.3"
"2408","Dancing in the Dark","5.2"
"2409","Family Affair","2.3"
"2410","Moonlight Cocktail","7.2"
"2411","One O'Clock Jump","2.1"
"2412","One Bad Apple","9.1"
