:END_ID(Movie),:START_ID(Actor),character,:TYPE
"459","298","Arlene Larson","ACTED_IN"
"459","71","Salvador Leuschke","ACTED_IN"
"459","466","Mrs. Vicky Davis","ACTED_IN"
"459","34","Mamie Weber","ACTED_IN"
"460","557","Jared Lemke","ACTED_IN"
"460","590","Jake Greenfelder","ACTED_IN"
"460","479","Juan Hand","ACTED_IN"
"460","121","Miss Cecilia Zieme","ACTED_IN"
"460","421","Roger Olson","ACTED_IN"
"460","396","Eunice Torp","ACTED_IN"
"460","655","Mrs. Toni Abshire","ACTED_IN"
"460","349","Eduardo Corkery","ACTED_IN"
"460","220","Gloria Lebsack","ACTED_IN"
"460","279","Kristie Prohaska","ACTED_IN"
"461","87","Bessie Cartwright","ACTED_IN"
"461","643","Roberta Paucek","ACTED_IN"
"461","662","Alexandra Carroll","ACTED_IN"
"461","416","Archie Weber","ACTED_IN"
"461","584","Roberta Upton PhD","ACTED_IN"
"461","626","Nina Runte","ACTED_IN"
"461","681","Jake Herzog I","ACTED_IN"
"461","914","Dr. Rebecca Rice","ACTED_IN"
"461","567","Allen Denesik","ACTED_IN"
"461","221","Tasha Wuckert","ACTED_IN"
"462","599","Gwendolyn Weber","ACTED_IN"
"462","606","Phil Quigley DDS","ACTED_IN"
"462","673","Tami Zieme","ACTED_IN"
"462","273","Jamie Carter","ACTED_IN"
"462","636","Lynn Yundt","ACTED_IN"
"462","829","Silvia Dibbert","ACTED_IN"
"462","777","Jermaine Rodriguez","ACTED_IN"
"462","531","Mr. Charlie Rempel","ACTED_IN"
"462","657","Jackie Welch DDS","ACTED_IN"
"462","129","Laurence Corwin","ACTED_IN"
"463","931","Phillip Roob","ACTED_IN"
"463","850","Mrs. Jan Kub","ACTED_IN"
"463","85","Dr. Kelley Klocko","ACTED_IN"
"463","937","Donald Koss I","ACTED_IN"
"463","674","Yvonne Emmerich","ACTED_IN"
"463","552","Dr. Nicolas Anderson","ACTED_IN"
"463","551","Clint Ondricka-Ryan PhD","ACTED_IN"
"463","667","Clayton Roberts","ACTED_IN"
"463","38","Jan Swift IV","ACTED_IN"
"463","154","Ellen Grimes MD","ACTED_IN"
"464","286","Omar Hauck DDS","ACTED_IN"
"464","186","Mathew Botsford","ACTED_IN"
"464","845","Ebony Wehner","ACTED_IN"
"464","57","Micheal Simonis","ACTED_IN"
"464","825","Alonzo Rau","ACTED_IN"
"464","783","Michele Langosh II","ACTED_IN"
"464","646","Erma Mueller","ACTED_IN"
"464","700","Agnes Kuhn","ACTED_IN"
"464","179","Amanda O'Conner-Ebert DDS","ACTED_IN"
"464","660","Charlotte Sawayn","ACTED_IN"
"465","823","Michelle Runte","ACTED_IN"
"465","77","Loren Price","ACTED_IN"
"465","590","Mr. Earl Feest","ACTED_IN"
"465","880","Leticia Howe","ACTED_IN"
"465","705","Vivian Leuschke","ACTED_IN"
"465","437","Miss Laurie Waters","ACTED_IN"
"465","879","Gilberto Sporer","ACTED_IN"
"465","983","Dr. Nick Macejkovic","ACTED_IN"
"465","733","Kelly Paucek","ACTED_IN"
"465","351","Tiffany Dooley","ACTED_IN"
"466","42","Phil Mante","ACTED_IN"
"466","66","Donnie Zulauf","ACTED_IN"
"466","602","Todd Metz","ACTED_IN"
"466","549","Kathryn Denesik","ACTED_IN"
"466","796","Mindy Abshire","ACTED_IN"
"466","701","Morris Lehner PhD","ACTED_IN"
"466","766","Teri Purdy III","ACTED_IN"
"466","978","Jana Ruecker","ACTED_IN"
"466","750","Emily Yost","ACTED_IN"
"466","278","Esther Price","ACTED_IN"
"467","846","Margarita Keeling","ACTED_IN"
"467","923","Christopher Willms","ACTED_IN"
"467","698","Pete Hessel","ACTED_IN"
"467","246","Wilma O'Conner","ACTED_IN"
"467","319","Ethel O'Reilly","ACTED_IN"
"467","204","Jay Emmerich","ACTED_IN"
"467","490","Dixie Lockman","ACTED_IN"
"467","598","Marsha Gleichner I","ACTED_IN"
"467","468","Shelley Nienow","ACTED_IN"
"467","469","Mack Goyette","ACTED_IN"
"468","787","Willie Mueller","ACTED_IN"
"468","549","Douglas Rau","ACTED_IN"
"468","745","Sonia Shields IV","ACTED_IN"
"468","865","Kristin Walsh","ACTED_IN"
"468","855","Alexandra Lockman","ACTED_IN"
"468","909","Christy Rohan","ACTED_IN"
"468","899","Ora Kiehn","ACTED_IN"
"468","42","Rosa Schuster","ACTED_IN"
"468","535","Dr. Peter Wolff","ACTED_IN"
"468","938","Bridget Schroeder","ACTED_IN"
"469","267","Carrie Kub","ACTED_IN"
"469","90","Richard Quitzon","ACTED_IN"
"469","296","Adrienne Waters","ACTED_IN"
"469","574","Rodney Streich","ACTED_IN"
"469","312","Pete Raynor","ACTED_IN"
"469","401","Shawn Muller","ACTED_IN"
"469","617","Lindsay Rodriguez DDS","ACTED_IN"
"469","562","Darrel Mohr","ACTED_IN"
"469","825","Marco Steuber","ACTED_IN"
"469","35","Todd Cruickshank II","ACTED_IN"
"470","449","Pedro Krajcik Sr.","ACTED_IN"
"470","755","Mr. Garry Wolff","ACTED_IN"
"470","434","Lester Doyle","ACTED_IN"
"470","626","Lucille Balistreri","ACTED_IN"
"470","575","Garry Yundt","ACTED_IN"
"470","970","Wesley Hand","ACTED_IN"
"470","768","Abraham Herzog","ACTED_IN"
"470","74","Joe Klocko","ACTED_IN"
"470","757","Josephine Friesen","ACTED_IN"
"470","576","Allan Kling","ACTED_IN"
"471","287","Miss Vicky Abernathy","ACTED_IN"
"471","787","Elmer Barton DDS","ACTED_IN"
"471","888","Dr. Casey Cummings","ACTED_IN"
"471","870","Lynne Rogahn","ACTED_IN"
"471","302","Alberta Mitchell","ACTED_IN"
"471","470","Clay Vandervort","ACTED_IN"
"471","371","Patsy Wuckert","ACTED_IN"
"471","365","Silvia Orn","ACTED_IN"
"471","312","Lindsey Pfannerstill","ACTED_IN"
"471","955","Tom Gusikowski","ACTED_IN"
"472","987","Freddie Carter DDS","ACTED_IN"
"472","859","Alan Price","ACTED_IN"
"472","642","Jacquelyn Hills","ACTED_IN"
"472","595","Mable MacGyver","ACTED_IN"
"472","294","Mrs. Angie Prosacco","ACTED_IN"
"472","44","Shirley Ferry","ACTED_IN"
"472","338","Horace Hirthe DVM","ACTED_IN"
"472","786","Earl Mante","ACTED_IN"
"472","889","Clark Kuhic","ACTED_IN"
"472","531","Viola Stiedemann","ACTED_IN"
"473","566","Nick Roberts-Parker","ACTED_IN"
"473","467","Theodore Kreiger","ACTED_IN"
"473","387","Richard Reichel","ACTED_IN"
"473","621","Brian Legros","ACTED_IN"
"473","903","Lyle Boyle","ACTED_IN"
"473","648","Grady Zboncak","ACTED_IN"
"473","361","Mr. Simon Lakin","ACTED_IN"
"473","459","May Quigley","ACTED_IN"
"473","454","Trevor Larson","ACTED_IN"
"473","664","Mathew Mitchell","ACTED_IN"
"474","31","Pete Cassin","ACTED_IN"
"474","378","Earl Dietrich","ACTED_IN"
"474","812","Eduardo Steuber","ACTED_IN"
"474","510","Donnie Schmidt","ACTED_IN"
"474","760","Krista Krajcik","ACTED_IN"
"474","854","Cecil Emard","ACTED_IN"
"474","472","Miriam Denesik","ACTED_IN"
"474","483","Carole Witting","ACTED_IN"
"474","967","Salvatore Harber-Leannon","ACTED_IN"
"474","424","Lori Kris Sr.","ACTED_IN"
"475","125","Keith Wilderman","ACTED_IN"
"475","521","Mrs. Terry Hane","ACTED_IN"
"475","720","Jason Connelly","ACTED_IN"
"475","648","Terence Sauer","ACTED_IN"
"475","423","Antoinette Donnelly","ACTED_IN"
"475","998","Philip O'Conner I","ACTED_IN"
"475","238","Johnathan Block","ACTED_IN"
"475","922","Ira Ferry-Weber","ACTED_IN"
"475","870","David Miller","ACTED_IN"
"475","531","Olive Bradtke I","ACTED_IN"
"476","52","Peggy Mueller","ACTED_IN"
"476","361","Erma Kunde","ACTED_IN"
"476","528","Walter Haag","ACTED_IN"
"476","615","Nicole Stracke","ACTED_IN"
"476","95","Dr. Harold Blanda","ACTED_IN"
"476","833","Olivia Sawayn","ACTED_IN"
"476","491","Jeanette Will","ACTED_IN"
"476","588","Jim Feil","ACTED_IN"
"476","203","Judith Denesik","ACTED_IN"
"476","469","Shelly Stoltenberg","ACTED_IN"
"477","313","Edna Paucek","ACTED_IN"
"477","253","Cecil Heidenreich","ACTED_IN"
"477","904","Nicholas Ziemann","ACTED_IN"
"477","101","Mindy Kertzmann","ACTED_IN"
"477","980","Santos Gusikowski DDS","ACTED_IN"
"477","261","Margarita Murphy","ACTED_IN"
"477","588","Wm Gerlach","ACTED_IN"
"477","856","Judy Ernser","ACTED_IN"
"477","274","Gerard Graham","ACTED_IN"
"477","14","Sonia Koch","ACTED_IN"
"478","949","Elizabeth West","ACTED_IN"
"478","176","Seth Zieme","ACTED_IN"
"478","512","Mr. Dexter Schamberger","ACTED_IN"
"478","25","Isabel McDermott Sr.","ACTED_IN"
"478","260","Veronica Emmerich","ACTED_IN"
"478","456","Ruth Schulist","ACTED_IN"
"478","836","Edmund Muller","ACTED_IN"
"478","339","Bobbie Rath Jr.","ACTED_IN"
"478","704","Kristen Tremblay","ACTED_IN"
"478","263","Della Kulas","ACTED_IN"
"479","893","Courtney Wisoky","ACTED_IN"
"479","652","Carol Schimmel","ACTED_IN"
"479","324","Terence Kuphal","ACTED_IN"
"479","673","Alberta Hodkiewicz","ACTED_IN"
"479","688","Crystal Rice-Block","ACTED_IN"
"479","171","Bryant Blanda","ACTED_IN"
"479","513","Dr. Colin Bins","ACTED_IN"
"479","431","Mack Ortiz","ACTED_IN"
"479","689","Maria Crona","ACTED_IN"
"479","571","Marjorie Goldner-Bednar II","ACTED_IN"
"480","563","Lorene Emard","ACTED_IN"
"480","242","Dave White I","ACTED_IN"
"480","525","Mr. Irving Grimes-Towne","ACTED_IN"
"480","859","Blake Herzog I","ACTED_IN"
"480","542","Jeff White","ACTED_IN"
"480","131","Cody Hirthe","ACTED_IN"
"480","226","Mr. Darnell Jenkins","ACTED_IN"
"480","518","Willie Crist","ACTED_IN"
"480","622","Rene Windler","ACTED_IN"
"480","655","Brandy King","ACTED_IN"
"481","443","Claude Parisian","ACTED_IN"
"481","460","Antonio Bogan","ACTED_IN"
"481","839","Lillie Hessel","ACTED_IN"
"481","957","Pedro Abshire","ACTED_IN"
"481","51","Wallace Schaden","ACTED_IN"
"481","970","Marta Anderson","ACTED_IN"
"481","838","Bobby Ritchie","ACTED_IN"
"481","461","Margie Schulist","ACTED_IN"
"481","110","Calvin Crona","ACTED_IN"
"481","950","Kim Rath","ACTED_IN"
"482","146","Rachel Schoen","ACTED_IN"
"482","207","Toni Ratke","ACTED_IN"
"482","318","Ms. Rebecca Lindgren-Grimes","ACTED_IN"
"482","981","Myrtle Reilly","ACTED_IN"
"482","415","Eddie Green","ACTED_IN"
"482","172","Mona Stark","ACTED_IN"
"482","268","Mrs. Patty Fadel","ACTED_IN"
"482","485","Brendan Witting","ACTED_IN"
"482","179","Elmer Willms","ACTED_IN"
"482","57","Silvia O'Kon","ACTED_IN"
"483","222","Ron Emmerich Jr.","ACTED_IN"
"483","723","Eric Kuhic","ACTED_IN"
"483","255","Dr. Austin Yundt","ACTED_IN"
"483","194","Alison Collier","ACTED_IN"
"483","245","Frank Carter","ACTED_IN"
"483","363","Stewart Breitenberg","ACTED_IN"
"483","366","Maria Cassin","ACTED_IN"
"483","645","Lynne Koch","ACTED_IN"
"483","115","Darrel MacGyver","ACTED_IN"
"483","179","Monique Feil","ACTED_IN"
"484","980","Stacy Witting","ACTED_IN"
"484","442","Lillie Cruickshank","ACTED_IN"
"484","270","Marcella Rath","ACTED_IN"
"484","550","Ms. Patti Koss","ACTED_IN"
"484","968","Rodolfo Kovacek","ACTED_IN"
"484","113","Don Parisian V","ACTED_IN"
"484","586","Christopher Waelchi","ACTED_IN"
"484","294","Tim Stanton-Ullrich","ACTED_IN"
"484","867","Geoffrey Botsford","ACTED_IN"
"484","405","Luther Bogisich","ACTED_IN"
"485","905","Elias Toy","ACTED_IN"
"485","23","Opal Swaniawski-Gerlach PhD","ACTED_IN"
"485","795","Lola Mueller DDS","ACTED_IN"
"485","570","Emily Tillman","ACTED_IN"
"485","294","Nadine Kilback","ACTED_IN"
"485","308","Dr. Maggie Schmitt Jr.","ACTED_IN"
"485","88","Ms. Danielle Hudson","ACTED_IN"
"485","801","Forrest Kshlerin","ACTED_IN"
"485","701","Terry Ondricka","ACTED_IN"
"486","555","Homer Grant","ACTED_IN"
"486","113","Barry Langosh-Kassulke","ACTED_IN"
"486","469","Gladys Padberg","ACTED_IN"
"486","608","Mr. Phil Nitzsche","ACTED_IN"
"486","505","Charlotte Beer","ACTED_IN"
"486","431","Randolph Emard","ACTED_IN"
"486","180","Kay Lindgren","ACTED_IN"
"486","973","Glenn Lakin","ACTED_IN"
"486","387","Carolyn Beatty","ACTED_IN"
"486","491","Anne Bode","ACTED_IN"
"487","408","Mrs. Catherine Runolfsdottir","ACTED_IN"
"487","846","Clark Ziemann DVM","ACTED_IN"
"487","42","Susie Anderson","ACTED_IN"
"487","287","Ismael Bednar","ACTED_IN"
"487","888","Alejandro Bosco","ACTED_IN"
"487","465","Nathan Herman","ACTED_IN"
"487","574","Dr. Pat Jaskolski","ACTED_IN"
"487","590","Willard Dare","ACTED_IN"
"487","195","Monica Jacobson","ACTED_IN"
"487","382","Sylvester Prosacco","ACTED_IN"
"488","616","Lauren Emard","ACTED_IN"
"488","173","Doug Lueilwitz","ACTED_IN"
"488","646","Rick Aufderhar","ACTED_IN"
"488","982","Dr. Emanuel Sanford I","ACTED_IN"
"488","252","Janis Shields","ACTED_IN"
"488","619","Cornelius Grimes","ACTED_IN"
"488","168","Mrs. Marian Hegmann","ACTED_IN"
"488","785","Nellie Heller","ACTED_IN"
"488","283","Woodrow Hayes II","ACTED_IN"
"488","479","Guadalupe Abernathy","ACTED_IN"
"489","133","Maxine Goodwin","ACTED_IN"
"489","556","Clifford Hartmann V","ACTED_IN"
"489","768","Roxanne Johnston","ACTED_IN"
"489","110","Victor Connelly-Romaguera","ACTED_IN"
"489","711","Amy Conroy MD","ACTED_IN"
"489","626","Tracey Macejkovic","ACTED_IN"
"489","547","Eric Bruen","ACTED_IN"
"489","798","Robin Streich","ACTED_IN"
"489","328","Dr. Loretta Kreiger","ACTED_IN"
"489","45","Bryan Lakin","ACTED_IN"
"490","474","Olive Sporer","ACTED_IN"
"490","470","Paulette Rohan","ACTED_IN"
"490","617","Dixie Auer","ACTED_IN"
"490","349","Jenny Casper Sr.","ACTED_IN"
"490","674","Christy Medhurst","ACTED_IN"
"490","258","Erin Boyle","ACTED_IN"
"490","205","Wilson Pollich IV","ACTED_IN"
"490","8","Lionel Mills","ACTED_IN"
"490","589","Crystal Runolfsson PhD","ACTED_IN"
"490","908","Thelma Adams","ACTED_IN"
"491","920","Ms. Gina Wilderman-Zulauf","ACTED_IN"
"491","793","Zachary Koelpin DVM","ACTED_IN"
"491","182","Dianne Balistreri","ACTED_IN"
"491","720","Tracy Wilkinson","ACTED_IN"
"491","617","Julius Lind","ACTED_IN"
"491","496","Jamie Leuschke","ACTED_IN"
"491","583","Veronica Lynch PhD","ACTED_IN"
"491","445","Valerie Will","ACTED_IN"
"491","845","Ms. Anne Wyman","ACTED_IN"
"491","925","Judy Sporer","ACTED_IN"
"492","40","Emmett Heathcote","ACTED_IN"
"492","581","Ted Wilkinson","ACTED_IN"
"492","812","Travis Becker V","ACTED_IN"
"492","361","Sidney Kunze","ACTED_IN"
"492","665","Kristopher Reinger Sr.","ACTED_IN"
"492","831","Elisa Treutel I","ACTED_IN"
"492","175","Wendell Cremin","ACTED_IN"
"492","971","Annie Balistreri","ACTED_IN"
"492","953","Nettie Dickinson","ACTED_IN"
"492","787","Clifton Gerlach","ACTED_IN"
"493","112","Laurence McKenzie","ACTED_IN"
"493","523","Dr. Bertha Lehner","ACTED_IN"
"493","389","Alvin Gislason","ACTED_IN"
"493","204","Shannon Bashirian","ACTED_IN"
"493","55","Miss Dixie Schaden","ACTED_IN"
"493","32","Sherman Mertz","ACTED_IN"
"493","583","Ada Beahan","ACTED_IN"
"493","525","Patti O'Reilly I","ACTED_IN"
"493","608","Beth Swaniawski","ACTED_IN"
"493","49","Mr. Bobby Crist","ACTED_IN"
"494","94","Aubrey Greenholt","ACTED_IN"
"494","934","Rhonda Heathcote","ACTED_IN"
"494","264","Ira Greenholt","ACTED_IN"
"494","191","Phil Huels","ACTED_IN"
"494","320","Dwight Goldner","ACTED_IN"
"494","105","Claudia Kassulke I","ACTED_IN"
"494","518","Ivan Streich","ACTED_IN"
"494","887","Agnes Welch","ACTED_IN"
"494","41","Mabel Haley","ACTED_IN"
"494","720","Celia Dach","ACTED_IN"
"495","359","Regina Collier","ACTED_IN"
"495","538","Salvatore Heidenreich","ACTED_IN"
"495","107","Tara Towne","ACTED_IN"
"495","926","Walter Walker","ACTED_IN"
"495","7","Joan Farrell I","ACTED_IN"
"495","71","Dr. Hubert Hudson","ACTED_IN"
"495","773","Cary Goodwin","ACTED_IN"
"495","349","Willis Gislason","ACTED_IN"
"495","160","Spencer Ward","ACTED_IN"
"495","268","Janice Hansen","ACTED_IN"
"496","1","Janis Hettinger","ACTED_IN"
"496","185","Gregg Padberg","ACTED_IN"
"496","497","Shaun Wiza","ACTED_IN"
"496","260","Amanda Halvorson","ACTED_IN"
"496","670","Miss Julie Sauer","ACTED_IN"
"496","868","Ernesto Kuphal","ACTED_IN"
"496","745","Elias Walsh","ACTED_IN"
"496","921","Leo Olson","ACTED_IN"
"496","336","Adrian Satterfield","ACTED_IN"
"496","359","Connie MacGyver","ACTED_IN"
"497","736","Edith Welch","ACTED_IN"
"497","708","Theodore Stark","ACTED_IN"
"497","630","Henry Harris","ACTED_IN"
"497","580","Leticia Wyman","ACTED_IN"
"497","184","Barry Spinka","ACTED_IN"
"497","565","Omar Beatty","ACTED_IN"
"497","17","Emmett Cremin","ACTED_IN"
"497","442","Claire Dibbert","ACTED_IN"
"497","979","Ken Hills","ACTED_IN"
"497","913","Tara Hayes-Murray","ACTED_IN"
"498","431","Elias Luettgen","ACTED_IN"
"498","751","Adrienne Hand","ACTED_IN"
"498","772","Jean Olson","ACTED_IN"
"498","49","Maria Yost","ACTED_IN"
"498","892","Leon Fay","ACTED_IN"
"498","763","Ralph Armstrong","ACTED_IN"
"498","670","Dr. Charlotte Baumbach","ACTED_IN"
"498","483","Dr. Julian Luettgen","ACTED_IN"
"498","128","Karen Beer","ACTED_IN"
"499","114","Jonathon Pouros III","ACTED_IN"
"499","979","Lillie Rau-Bauch","ACTED_IN"
"499","173","Jared Gleason Sr.","ACTED_IN"
"499","957","May Cummerata III","ACTED_IN"
"499","17","Lydia Goodwin","ACTED_IN"
"499","406","Eugene Rau","ACTED_IN"
"499","980","Rosa Grant","ACTED_IN"
"499","377","Carlos Waelchi","ACTED_IN"
"499","131","Ebony Predovic","ACTED_IN"
"499","276","Dr. Justin O'Reilly","ACTED_IN"
"500","254","Anita D'Amore","ACTED_IN"
"500","613","Dr. Luther Dietrich","ACTED_IN"
"500","683","Randy Kuhlman","ACTED_IN"
"500","398","Ruben Littel PhD","ACTED_IN"
"500","546","Evan Kuhic","ACTED_IN"
"500","360","Sherri Barrows","ACTED_IN"
"500","41","Candace Goldner MD","ACTED_IN"
"500","958","Sidney Gibson","ACTED_IN"
"500","122","Gwen Quigley","ACTED_IN"
"500","937","Robin Koelpin","ACTED_IN"
"501","77","Ms. Yvonne Ward DVM","ACTED_IN"
"501","472","Philip Ryan","ACTED_IN"
"501","341","Jeremy Blanda","ACTED_IN"
"501","408","Ismael Rosenbaum","ACTED_IN"
"501","96","Ellen Beahan","ACTED_IN"
"501","887","Sherri Lindgren","ACTED_IN"
"501","939","Gail Quitzon","ACTED_IN"
"501","534","Mandy Schroeder","ACTED_IN"
"501","344","Kenneth Willms","ACTED_IN"
"501","457","Lonnie Flatley","ACTED_IN"
"502","272","Dr. Laverne Skiles","ACTED_IN"
"502","814","Dixie Nikolaus","ACTED_IN"
"502","292","Kristen Bartoletti","ACTED_IN"
"502","723","Wayne Hettinger","ACTED_IN"
"502","894","Viola Parisian","ACTED_IN"
"502","659","Chester Gislason","ACTED_IN"
"502","268","Alyssa Conroy","ACTED_IN"
"502","590","Madeline McLaughlin","ACTED_IN"
"502","556","Beatrice Torphy","ACTED_IN"
"502","897","Dr. Doyle Lueilwitz","ACTED_IN"
"503","680","Ken Koelpin-Lubowitz","ACTED_IN"
"503","644","Peter Davis","ACTED_IN"
"503","964","Priscilla Yost","ACTED_IN"
"503","796","Gertrude Smitham","ACTED_IN"
"503","128","Rufus Goodwin","ACTED_IN"
"503","266","Betty Kling","ACTED_IN"
"503","64","Lucia Koss Jr.","ACTED_IN"
"503","221","Stuart Wolf V","ACTED_IN"
"503","185","Jeannie Bashirian","ACTED_IN"
"503","227","Arlene Brakus","ACTED_IN"
"504","832","Duane D'Amore-Abshire","ACTED_IN"
"504","538","Edna Fay-Hilll","ACTED_IN"
"504","968","Dana Nikolaus","ACTED_IN"
"504","316","Benjamin Hodkiewicz","ACTED_IN"
"504","10","Jeffery Flatley","ACTED_IN"
"504","245","Mario Spencer","ACTED_IN"
"504","468","Miss Gina Borer","ACTED_IN"
"504","482","Darren Hane","ACTED_IN"
"504","98","Clarence Watsica MD","ACTED_IN"
"504","972","Alfredo Schmidt","ACTED_IN"
"505","445","Mark Kulas","ACTED_IN"
"505","277","Carla Frami","ACTED_IN"
"505","919","Mr. Luis Harvey","ACTED_IN"
"505","832","John Doyle","ACTED_IN"
"505","893","Jessie VonRueden","ACTED_IN"
"505","63","Lee Conn","ACTED_IN"
"505","180","Terry Botsford","ACTED_IN"
"505","57","Mrs. Victoria Weber","ACTED_IN"
"505","727","Woodrow Armstrong","ACTED_IN"
"505","311","Ramona Leuschke","ACTED_IN"
"506","668","Margarita Turcotte","ACTED_IN"
"506","315","Rickey Murphy DDS","ACTED_IN"
"506","237","Lydia Kozey","ACTED_IN"
"506","737","Eileen Fahey V","ACTED_IN"
"506","121","Moses Terry","ACTED_IN"
"506","441","James Reilly-Wuckert I","ACTED_IN"
"506","932","Anne Pagac DDS","ACTED_IN"
"506","696","Kelly Carroll","ACTED_IN"
"506","112","Mr. Randolph Brown","ACTED_IN"
"506","129","Latoya McKenzie","ACTED_IN"
"507","321","Shari Gerhold","ACTED_IN"
"507","416","Kristy Fadel","ACTED_IN"
"507","328","Santiago Brakus","ACTED_IN"
"507","106","Gerald Balistreri","ACTED_IN"
"507","929","Miss Lori Heidenreich MD","ACTED_IN"
"507","913","Saul Shanahan","ACTED_IN"
"507","999","Pam Marks","ACTED_IN"
"507","599","Clifford Reichel V","ACTED_IN"
"507","396","Kristopher Crona","ACTED_IN"
"507","530","Shawna Barrows","ACTED_IN"
"508","632","Dr. Lewis Wuckert","ACTED_IN"
"508","139","Oscar Barton","ACTED_IN"
"508","267","Dr. Melvin Towne","ACTED_IN"
"508","506","Kristen Hilll","ACTED_IN"
"508","612","Rudy Stracke","ACTED_IN"
"508","480","Lula Lesch","ACTED_IN"
"508","551","Viola Hessel","ACTED_IN"
"508","703","Mr. Lowell Borer","ACTED_IN"
"508","347","Caleb Weissnat","ACTED_IN"
"508","572","Mr. Lucas Russel","ACTED_IN"
"509","44","Marilyn Zemlak-Leuschke","ACTED_IN"
"509","424","Leona Moore","ACTED_IN"
"509","660","Bruce Zulauf-Wehner Sr.","ACTED_IN"
"509","19","Ms. Amelia Blanda","ACTED_IN"
"509","448","Tommie Bosco","ACTED_IN"
"509","248","Dr. Don Parisian","ACTED_IN"
"509","835","Bridget Botsford-Swift","ACTED_IN"
"509","138","Dr. Mike Ledner","ACTED_IN"
"509","855","Ross Aufderhar","ACTED_IN"
"509","814","Dr. Neil Gutmann","ACTED_IN"
"510","645","Mildred Breitenberg IV","ACTED_IN"
"510","778","Valerie Abernathy","ACTED_IN"
"510","821","Cheryl Mitchell Sr.","ACTED_IN"
"510","799","Lena Donnelly","ACTED_IN"
"510","783","Paula Ledner","ACTED_IN"
"510","360","Lynne Hessel","ACTED_IN"
"510","345","Angelina Douglas MD","ACTED_IN"
"510","970","Dr. Greg Schneider","ACTED_IN"
"510","881","Natalie Kirlin","ACTED_IN"
"510","446","Wilfred Barrows","ACTED_IN"
"511","988","Jackie Lind","ACTED_IN"
"511","254","Alexandra Batz","ACTED_IN"
"511","208","Gerardo Casper","ACTED_IN"
"511","64","Ruben Jakubowski III","ACTED_IN"
"511","273","Nina Schuster","ACTED_IN"
"511","787","Blanca Cummings","ACTED_IN"
"511","989","Deanna Hickle","ACTED_IN"
"511","801","Pamela Padberg","ACTED_IN"
"511","983","Betty MacGyver II","ACTED_IN"
"511","755","Dr. Grace Lubowitz","ACTED_IN"
"512","788","Kim Muller","ACTED_IN"
"512","954","Madeline Daniel","ACTED_IN"
"512","540","Kelley Grant","ACTED_IN"
"512","396","Raymond Deckow","ACTED_IN"
"512","876","Barry Bailey","ACTED_IN"
"512","6","Beverly Lynch","ACTED_IN"
"512","413","Carlton Skiles","ACTED_IN"
"512","429","Janet Sporer DDS","ACTED_IN"
"512","699","Mrs. Kari Rath","ACTED_IN"
"513","368","Mrs. Joy Langosh","ACTED_IN"
"513","908","Howard Abernathy","ACTED_IN"
"513","779","Nancy Gleichner","ACTED_IN"
"513","7","Curtis Metz","ACTED_IN"
"513","807","Kimberly Balistreri","ACTED_IN"
"513","868","Mrs. Bertha Robel","ACTED_IN"
"513","963","Michele Braun","ACTED_IN"
"513","647","Dr. Archie Krajcik-Stokes PhD","ACTED_IN"
"513","822","Dr. Brandon Littel","ACTED_IN"
"513","294","Ms. Alicia Hettinger PhD","ACTED_IN"
"514","683","Kristen Keeling","ACTED_IN"
"514","867","Guillermo Shields","ACTED_IN"
"514","828","Emilio Weber","ACTED_IN"
"514","54","Alfonso Rolfson","ACTED_IN"
"514","49","Sheri Cronin","ACTED_IN"
"514","171","Dale Treutel","ACTED_IN"
"514","159","Marguerite Olson","ACTED_IN"
"514","989","Ollie Ziemann","ACTED_IN"
"514","469","Eleanor Russel","ACTED_IN"
"514","326","Robyn Gutmann MD","ACTED_IN"
"515","8","Valerie Keeling","ACTED_IN"
"515","263","Julie Ullrich","ACTED_IN"
"515","910","Debra Runte","ACTED_IN"
"515","828","Dr. Lynette O'Hara","ACTED_IN"
"515","970","Leonard DuBuque","ACTED_IN"
"515","327","Violet Wiegand","ACTED_IN"
"515","478","Cary Kshlerin","ACTED_IN"
"515","982","Gwen Grimes-Dietrich","ACTED_IN"
"515","941","Florence Donnelly","ACTED_IN"
"515","537","Grant Rempel","ACTED_IN"
"516","99","Kurt Legros","ACTED_IN"
"516","519","Tom Ritchie","ACTED_IN"
"516","464","Lillian Wisozk","ACTED_IN"
"516","469","Kerry Bartell","ACTED_IN"
"516","159","Maryann Hoppe","ACTED_IN"
"516","330","Ruby Raynor","ACTED_IN"
"516","143","Gerardo Jerde","ACTED_IN"
"516","474","Ernesto Reynolds","ACTED_IN"
"516","516","Fredrick Steuber","ACTED_IN"
"516","258","Malcolm Orn","ACTED_IN"
"517","61","Mandy Hoppe","ACTED_IN"
"517","605","Kirk Auer","ACTED_IN"
"517","794","Rodney Sporer","ACTED_IN"
"517","885","Jana Larkin","ACTED_IN"
"517","242","Margaret VonRueden Sr.","ACTED_IN"
"517","226","Tyler Reilly III","ACTED_IN"
"517","720","Roman Olson","ACTED_IN"
"517","915","Nichole Metz","ACTED_IN"
"517","913","Dr. Kelly Ullrich V","ACTED_IN"
"517","69","Damon Schroeder","ACTED_IN"
"518","844","Rachael Lang","ACTED_IN"
"518","816","Alejandro Christiansen","ACTED_IN"
"518","863","Edmund Beer","ACTED_IN"
"518","885","Misty Schneider","ACTED_IN"
